id,label
468,6
469,6
470,0
471,5
472,3
473,1
474,2
475,2
476,2
477,4
478,3
479,2
480,5
481,0
482,6
483,2
484,4
485,3
486,4
487,3
488,5
489,0
490,0
491,6
492,5
493,6
494,5
495,3
496,4
497,5
498,0
499,0
500,4
501,6
502,6
503,6
504,2
505,4
506,4
507,2
508,6
509,4
510,5
511,3
512,3
513,4
514,4
515,4
516,4
517,2
518,5
519,0
520,4
521,3
522,6
523,5
524,3
525,0
526,2
527,3
528,6
529,5
530,4
531,3
532,3
533,1
534,4
535,6
536,4
537,3
538,2
539,3
540,3
541,6
542,6
543,4
544,6
545,0
546,4
547,6
548,5
549,4
550,2
551,6
552,6
553,3
554,5
555,6
556,4
557,4
558,0
559,4
560,2
561,3
562,3
563,0
564,0
565,6
566,2
567,6
568,3
569,3
570,6
571,3
572,3
573,1
574,3
575,6
576,4
577,4
578,2
579,2
580,4
581,0
582,3
583,5
584,3
585,3
586,3
587,4
588,3
589,3
590,4
591,2
592,6
593,5
594,3
595,5
596,6
597,0
598,3
599,2
600,2
601,6
602,4
603,2
604,4
605,6
606,3
607,4
608,4
609,3
610,4
611,4
612,0
613,3
614,4
615,4
616,4
617,6
618,4
619,4
620,3
621,5
622,6
623,3
624,2
625,4
626,3
627,6
628,3
629,3
630,6
631,4
632,5
633,0
634,2
635,3
636,6
637,3
638,5
639,4
640,4
641,3
642,4
643,6
644,6
645,3
646,5
647,5
648,3
649,6
650,4
651,6
652,5
653,3
654,0
655,3
656,2
657,3
658,3
659,3
660,3
661,4
662,6
663,2
664,3
665,4
666,3
667,3
668,3
669,2
670,5
671,3
672,6
673,6
674,3
675,5
676,2
677,0
678,6
679,6
680,4
681,3
682,3
683,6
684,3
685,3
686,5
687,3
688,4
689,4
690,3
691,3
692,5
693,6
694,6
695,5
696,4
697,4
698,5
699,3
700,0
701,2
702,2
703,4
704,0
705,6
706,3
707,2
708,5
709,2
710,2
711,6
712,4
713,3
714,0
715,6
716,0
717,6
718,4
719,5
720,3
721,3
722,3
723,6
724,3
725,6
726,5
727,0
728,3
729,4
730,4
731,4
732,6
733,4
734,3
735,4
736,3
737,3
738,3
739,2
740,6
741,6
742,5
743,0
744,2
745,2
746,2
747,6
748,4
749,4
750,2
751,5
752,4
753,4
754,6
755,2
756,0
757,6
758,1
759,3
760,3
761,4
762,6
763,5
764,4
765,4
766,6
767,6
768,4
769,5
770,2
771,5
772,6
773,6
774,3
775,3
776,4
777,5
778,0
779,4
780,3
781,6
782,6
783,2
784,5
785,6
786,3
787,6
788,5
789,5
790,0
791,3
792,3
793,0
794,4
795,6
796,0
797,6
798,4
799,2
800,4
801,6
802,3
803,3
804,3
805,4
806,6
807,1
808,4
809,3
810,3
811,6
812,4
813,3
814,5
815,2
816,0
817,3
818,4
819,5
820,3
821,3
822,4
823,0
824,0
825,2
826,0
827,3
828,0
829,3
830,3
831,2
832,6
833,4
834,0
835,0
836,5
837,5
838,6
839,4
840,3
841,6
842,4
843,5
844,4
845,1
846,4
847,4
848,3
849,3
850,2
851,0
852,6
853,5
854,0
855,6
856,3
857,0
858,6
859,3
860,6
861,0
862,2
863,3
864,1
865,5
866,4
867,2
868,5
869,2
870,3
871,2
872,2
873,3
874,6
875,6
876,6
877,6
878,6
879,0
880,3
881,0
882,4
883,0
884,4
885,4
886,2
887,3
888,5
889,6
890,4
891,6
892,3
893,5
894,5
895,3
896,4
897,6
898,3
899,4
900,4
901,3
902,4
903,4
904,5
905,6
906,3
907,2
908,0
909,5
910,0
911,4
912,6
913,4
914,2
915,6
916,6
917,6
918,6
919,6
920,4
921,3
922,4
923,6
924,6
925,6
926,3
927,3
928,0
929,6
930,4
931,6
932,0
933,4
934,4
935,0
936,6
937,6
938,2
939,0
940,2
941,2
942,3
943,3
944,6
945,6
946,0
947,5
948,3
949,4
950,3
951,3
952,3
953,4
954,2
955,4
956,6
957,4
958,4
959,6
960,5
961,0
962,0
963,2
964,2
965,0
966,6
967,6
968,3
969,3
970,6
971,0
972,5
973,3
974,0
975,6
976,2
977,4
978,6
979,6
980,0
981,3
982,2
983,2
984,3
985,0
986,4
987,4
988,6
989,3
990,4
991,6
992,6
993,5
994,2
995,3
996,6
997,3
998,0
999,6
1000,6
1001,4
1002,6
1003,4
1004,3
1005,4
1006,3
1007,4
1008,2
1009,4
1010,4
1011,2
1012,3
1013,4
1014,3
1015,0
1016,0
1017,3
1018,0
1019,4
1020,3
1021,6
1022,4
1023,3
1024,0
1025,2
1026,4
1027,3
1028,5
1029,3
1030,6
1031,3
1032,3
1033,5
1034,3
1035,4
1036,2
1037,6
1038,6
1039,4
1040,5
1041,4
1042,5
1043,5
1044,3
1045,6
1046,3
1047,3
1048,3
1049,3
1050,3
1051,0
1052,3
1053,3
1054,6
1055,4
1056,3
1057,3
1058,3
1059,3
1060,6
1061,0
1062,6
1063,2
1064,2
1065,3
1066,0
1067,3
1068,6
1069,4
1070,5
1071,0
1072,3
1073,1
1074,3
1075,6
1076,3
1077,3
1078,4
1079,4
1080,6
1081,3
1082,3
1083,3
1084,5
1085,3
1086,2
1087,5
1088,3
1089,4
1090,6
1091,4
1092,2
1093,6
1094,6
1095,3
1096,1
1097,3
1098,3
1099,3
1100,2
1101,6
1102,0
1103,3
1104,2
1105,6
1106,0
1107,6
1108,0
1109,5
1110,6
1111,3
1112,4
1113,3
1114,5
1115,4
1116,2
1117,3
1118,5
1119,0
1120,5
1121,3
1122,0
1123,1
1124,0
1125,4
1126,4
1127,0
1128,2
1129,4
1130,3
1131,3
1132,0
1133,2
1134,4
1135,5
1136,6
1137,6
1138,4
1139,4
1140,3
1141,3
1142,6
1143,2
1144,4
1145,5
1146,3
1147,6
1148,4
1149,3
1150,3
1151,3
1152,3
1153,4
1154,4
1155,3
1156,4
1157,5
1158,0
1159,3
1160,0
1161,6
1162,5
1163,2
1164,3
1165,3
1166,2
1167,3
1168,2
1169,6
1170,0
1171,0
1172,5
1173,4
1174,3
1175,4
1176,5
1177,0
1178,0
1179,6
1180,3
1181,6
1182,3
1183,6
1184,2
1185,5
1186,3
1187,3
1188,4
1189,6
1190,3
1191,4
1192,0
1193,5
1194,4
1195,4
1196,3
1197,3
1198,4
1199,6
1200,2
1201,5
1202,3
1203,3
1204,0
1205,3
1206,6
1207,4
1208,2
1209,3
1210,0
1211,0
1212,3
1213,0
1214,5
1215,6
1216,0
1217,3
1218,6
1219,3
1220,6
1221,3
1222,6
1223,4
1224,5
1225,0
1226,0
1227,6
1228,6
1229,4
1230,6
1231,2
1232,5
1233,0
1234,2
1235,0
1236,6
1237,3
1238,2
1239,5
1240,2
1241,3
1242,4
1243,6
1244,4
1245,6
1246,3
1247,4
1248,6
1249,5
1250,0
1251,6
1252,0
1253,2
1254,3
1255,0
1256,6
1257,3
1258,3
1259,6
1260,3
1261,5
1262,3
1263,4
1264,4
1265,5
1266,3
1267,0
1268,0
1269,3
1270,1
1271,6
1272,3
1273,6
1274,4
1275,3
1276,4
1277,6
1278,5
1279,6
1280,6
1281,6
1282,3
1283,3
1284,3
1285,3
1286,6
1287,4
1288,3
1289,5
1290,6
1291,5
1292,2
1293,4
1294,4
1295,3
1296,4
1297,3
1298,6
1299,6
1300,3
1301,4
1302,2
1303,3
1304,6
1305,5
1306,6
1307,4
1308,4
1309,3
1310,3
1311,0
1312,4
1313,6
1314,4
1315,2
1316,3
1317,0
1318,5
1319,3
1320,5
1321,2
1322,3
1323,6
1324,3
1325,6
1326,3
1327,5
1328,0
1329,4
1330,3
1331,4
1332,2
1333,6
1334,3
1335,3
1336,6
1337,4
1338,0
1339,6
1340,0
1341,3
1342,6
1343,0
1344,4
1345,4
1346,2
1347,3
1348,4
1349,0
1350,0
1351,4
1352,6
1353,4
1354,3
1355,3
1356,4
1357,6
1358,0
1359,5
1360,3
1361,4
1362,4
1363,3
1364,4
1365,4
1366,4
1367,2
1368,3
1369,5
1370,4
1371,3
1372,0
1373,0
1374,0
1375,6
1376,5
1377,2
1378,0
1379,5
1380,4
1381,3
1382,4
1383,6
1384,0
1385,3
1386,5
1387,3
1388,3
1389,4
1390,6
1391,4
1392,0
1393,4
1394,2
1395,3
1396,2
1397,0
1398,2
1399,5
1400,5
1401,4
1402,2
1403,5
1404,3
1405,4
1406,3
1407,4
1408,4
1409,3
1410,2
1411,6
1412,4
1413,4
1414,0
1415,4
1416,6
1417,6
1418,3
1419,3
1420,4
1421,3
1422,4
1423,4
1424,6
1425,3
1426,3
1427,6
1428,3
1429,2
1430,5
1431,6
1432,6
1433,3
1434,6
1435,3
1436,4
1437,2
1438,6
1439,0
1440,3
1441,4
1442,3
1443,0
1444,4
1445,6
1446,4
1447,3
1448,6
1449,5
1450,0
1451,5
1452,6
1453,4
1454,3
1455,4
1456,2
1457,5
1458,2
1459,3
1460,0
1461,4
1462,0
1463,4
1464,5
1465,1
1466,2
1467,5
1468,4
1469,2
1470,6
1471,2
1472,6
1473,4
1474,6
1475,3
1476,6
1477,0
1478,3
1479,3
1480,2
1481,6
1482,6
1483,0
1484,3
1485,2
1486,4
1487,3
1488,3
1489,5
1490,0
1491,3
1492,4
1493,6
1494,4
1495,5
1496,2
1497,3
1498,2
1499,3
1500,6
1501,6
1502,3
1503,6
1504,3
1505,3
1506,2
1507,3
1508,6
1509,2
1510,4
1511,4
1512,3
1513,0
1514,5
1515,5
1516,3
1517,2
1518,5
1519,6
1520,2
1521,4
1522,4
1523,3
1524,3
1525,3
1526,6
1527,3
1528,5
1529,4
1530,2
1531,4
1532,4
1533,2
1534,2
1535,5
1536,4
1537,2
1538,3
1539,3
1540,3
1541,3
1542,1
1543,3
1544,2
1545,3
1546,6
1547,3
1548,3
1549,4
1550,3
1551,2
1552,3
1553,6
1554,6
1555,0
1556,4
1557,6
1558,2
1559,0
1560,4
1561,4
1562,4
1563,4
1564,0
1565,0
1566,4
1567,2
1568,3
1569,6
1570,3
1571,6
1572,6
1573,4
1574,5
1575,0
1576,3
1577,2
1578,6
1579,3
1580,6
1581,6
1582,0
1583,5
1584,0
1585,6
1586,0
1587,4
1588,0
1589,4
1590,4
1591,3
1592,4
1593,0
1594,2
1595,2
1596,6
1597,0
1598,4
1599,6
1600,3
1601,2
1602,4
1603,3
1604,6
1605,2
1606,2
1607,0
1608,4
1609,6
1610,4
1611,6
1612,6
1613,3
1614,4
1615,5
1616,3
1617,5
1618,6
1619,1
1620,2
1621,4
1622,3
1623,3
1624,6
1625,1
1626,6
1627,3
1628,3
1629,6
1630,3
1631,0
1632,2
1633,4
1634,2
1635,4
1636,6
1637,6
1638,3
1639,0
1640,3
1641,4
1642,3
1643,3
1644,3
1645,4
1646,6
1647,4
1648,4
1649,3
1650,5
1651,2
1652,6
1653,5
1654,2
1655,3
1656,6
1657,2
1658,6
1659,6
1660,2
1661,1
1662,3
1663,6
1664,3
1665,5
1666,5
1667,4
1668,6
1669,6
1670,6
1671,6
1672,0
1673,3
1674,0
1675,6
1676,3
1677,3
1678,4
1679,3
1680,5
1681,5
1682,3
1683,6
1684,3
1685,4
1686,6
1687,3
1688,6
1689,3
1690,3
1691,4
1692,6
1693,6
1694,6
1695,6
1696,3
1697,3
1698,2
1699,3
1700,6
1701,5
1702,6
1703,2
1704,3
1705,4
1706,4
1707,3
1708,3
1709,6
1710,5
1711,3
1712,6
1713,6
1714,6
1715,4
1716,6
1717,0
1718,4
1719,5
1720,4
1721,2
1722,0
1723,6
1724,4
1725,5
1726,6
1727,2
1728,2
1729,4
1730,6
1731,0
1732,3
1733,6
1734,4
1735,5
1736,0
1737,4
1738,6
1739,3
1740,3
1741,6
1742,4
1743,2
1744,3
1745,6
1746,3
1747,4
1748,5
1749,3
1750,5
1751,4
1752,6
1753,6
1754,6
1755,3
1756,2
1757,5
1758,6
1759,6
1760,3
1761,2
1762,5
1763,3
1764,5
1765,3
1766,3
1767,5
1768,3
1769,4
1770,3
1771,2
1772,4
1773,3
1774,3
1775,3
1776,0
1777,6
1778,0
1779,3
1780,4
1781,3
1782,3
1783,6
1784,6
1785,6
1786,3
1787,3
1788,4
1789,3
1790,0
1791,4
1792,5
1793,3
1794,4
1795,2
1796,4
1797,5
1798,2
1799,6
1800,5
1801,3
1802,0
1803,5
1804,3
1805,3
1806,0
1807,3
1808,3
1809,3
1810,0
1811,4
1812,6
1813,3
1814,2
1815,3
1816,3
1817,6
1818,3
1819,6
1820,2
1821,3
1822,5
1823,6
1824,5
1825,2
1826,3
1827,4
1828,3
1829,6
1830,0
1831,6
1832,3
1833,3
1834,6
1835,6
1836,5
1837,2
1838,2
1839,6
1840,6
1841,0
1842,3
1843,2
1844,4
1845,6
1846,4
1847,4
1848,3
1849,0
1850,3
1851,4
1852,4
1853,3
1854,4
1855,5
1856,0
1857,2
1858,6
1859,5
1860,3
1861,3
1862,0
1863,0
1864,5
1865,4
1866,3
1867,6
1868,2
1869,3
1870,3
1871,6
1872,5
1873,2
1874,3
1875,6
1876,3
1877,4
1878,5
1879,6
1880,0
1881,3
1882,3
1883,6
1884,6
1885,3
1886,3
1887,3
1888,3
1889,2
1890,0
1891,4
1892,6
1893,3
1894,4
1895,6
1896,4
1897,6
1898,3
1899,0
1900,3
1901,4
1902,5
1903,0
1904,5
1905,3
1906,4
1907,5
1908,0
1909,0
1910,0
1911,6
1912,6
1913,3
1914,5
1915,3
1916,6
1917,2
1918,6
1919,3
1920,3
1921,4
1922,3
1923,6
1924,0
1925,3
1926,4
1927,2
1928,3
1929,2
1930,4
1931,6
1932,3
1933,0
1934,3
1935,4
1936,3
1937,4
1938,3
1939,5
1940,0
1941,5
1942,3
1943,4
1944,0
1945,5
1946,4
1947,4
1948,6
1949,3
1950,6
1951,4
1952,5
1953,3
1954,3
1955,3
1956,5
1957,3
1958,6
1959,4
1960,5
1961,6
1962,5
1963,3
1964,6
1965,2
1966,0
1967,2
1968,3
1969,3
1970,3
1971,6
1972,6
1973,4
1974,3
1975,1
1976,2
1977,5
1978,3
1979,6
1980,3
1981,4
1982,3
1983,0
1984,4
1985,4
1986,6
1987,6
1988,4
1989,6
1990,2
1991,4
1992,5
1993,3
1994,0
1995,6
1996,2
1997,6
1998,0
1999,5
2000,6
2001,3
2002,2
2003,4
2004,2
2005,1
2006,2
2007,4
2008,4
2009,6
2010,6
2011,2
2012,3
2013,6
2014,6
2015,5
2016,3
2017,6
2018,4
2019,3
2020,3
2021,0
2022,3
2023,6
2024,0
2025,3
2026,6
2027,3
2028,4
2029,4
2030,3
2031,0
2032,5
2033,6
2034,5
2035,4
2036,3
2037,6
2038,0
2039,4
2040,3
2041,5
2042,6
2043,3
2044,6
2045,3
2046,4
2047,4
2048,4
2049,3
2050,1
2051,2
2052,4
2053,0
2054,4
2055,2
2056,4
2057,4
2058,3
2059,5
2060,3
2061,2
2062,6
2063,3
2064,3
2065,3
2066,6
2067,0
2068,4
2069,3
2070,0
2071,3
2072,5
2073,3
2074,5
2075,4
2076,3
2077,6
2078,6
2079,0
2080,0
2081,4
2082,6
2083,3
2084,4
2085,2
2086,6
2087,4
2088,0
2089,2
2090,5
2091,4
2092,4
2093,0
2094,6
2095,2
2096,3
2097,2
2098,2
2099,2
2100,0
2101,4
2102,6
2103,0
2104,6
2105,4
2106,4
2107,4
2108,0
2109,6
2110,3
2111,4
2112,2
2113,3
2114,3
2115,3
2116,3
2117,0
2118,2
2119,5
2120,4
2121,2
2122,3
2123,3
2124,4
2125,3
2126,3
2127,4
2128,6
2129,6
2130,5
2131,0
2132,2
2133,6
2134,2
2135,3
2136,3
2137,3
2138,2
2139,6
2140,5
2141,3
2142,6
2143,4
2144,6
2145,6
2146,5
2147,2
2148,0
2149,6
2150,6
2151,1
2152,3
2153,2
2154,2
2155,6
2156,6
2157,4
2158,6
2159,3
2160,0
2161,4
2162,0
2163,4
2164,3
2165,0
2166,4
2167,3
2168,5
2169,6
2170,3
2171,6
2172,6
2173,5
2174,4
2175,4
2176,4
2177,2
2178,5
2179,0
2180,4
2181,0
2182,3
2183,4
2184,3
2185,0
2186,3
2187,4
2188,5
2189,4
2190,3
2191,0
2192,3
2193,0
2194,0
2195,5
2196,2
2197,4
2198,6
2199,3
2200,6
2201,0
2202,3
2203,3
2204,3
2205,3
2206,3
2207,6
2208,4
2209,4
2210,3
2211,3
2212,3
2213,3
2214,6
2215,4
2216,6
2217,2
2218,3
2219,3
2220,3
2221,4
2222,3
2223,6
2224,3
2225,4
2226,2
2227,6
2228,3
2229,0
2230,3
2231,3
2232,4
2233,5
2234,5
2235,6
2236,6
2237,6
2238,6
2239,4
2240,3
2241,4
2242,0
2243,6
2244,4
2245,5
2246,0
2247,0
2248,4
2249,4
2250,2
2251,2
2252,4
2253,3
2254,6
2255,4
2256,4
2257,3
2258,6
2259,5
2260,0
2261,4
2262,4
2263,6
2264,6
2265,0
2266,5
2267,3
2268,3
2269,2
2270,2
2271,6
2272,3
2273,6
2274,3
2275,1
2276,6
2277,2
2278,4
2279,6
2280,2
2281,6
2282,3
2283,3
2284,3
2285,3
2286,3
2287,3
2288,4
2289,4
2290,0
2291,5
2292,2
2293,3
2294,6
2295,6
2296,3
2297,2
2298,2
2299,6
2300,5
2301,0
2302,0
2303,6
2304,6
2305,3
2306,3
2307,3
2308,3
2309,5
2310,4
2311,3
2312,0
2313,4
2314,0
2315,2
2316,3
2317,4
2318,4
2319,2
2320,2
2321,1
2322,4
2323,3
2324,3
2325,0
2326,5
2327,3
2328,3
2329,4
2330,2
2331,6
2332,3
2333,5
2334,6
2335,3
2336,5
2337,4
2338,3
2339,4
2340,2
2341,3
2342,4
2343,3
2344,2
2345,4
2346,3
2347,4
2348,4
2349,6
2350,3
2351,5
2352,5
2353,2
2354,6
2355,6
2356,6
2357,0
2358,5
2359,6
2360,2
2361,3
2362,4
2363,6
2364,6
2365,4
2366,6
2367,6
2368,6
2369,6
2370,2
2371,6
2372,4
2373,6
2374,3
2375,2
2376,6
2377,3
2378,2
2379,6
2380,6
2381,0
2382,4
2383,0
2384,6
2385,3
2386,6
2387,3
2388,2
2389,1
2390,0
2391,2
2392,5
2393,5
2394,0
2395,3
2396,0
2397,3
2398,0
2399,0
2400,3
2401,6
2402,4
2403,3
2404,5
2405,6
2406,4
2407,6
2408,2
2409,6
2410,4
2411,3
2412,4
2413,3
2414,4
2415,6
2416,4
2417,6
2418,4
2419,1
2420,5
2421,3
2422,3
2423,6
2424,3
2425,4
2426,2
2427,6
2428,4
2429,6
2430,0
2431,4
2432,3
2433,4
2434,5
2435,3
2436,6
2437,3
2438,3
2439,6
2440,6
2441,2
2442,3
2443,4
2444,3
2445,5
2446,4
2447,4
2448,5
2449,6
2450,3
2451,4
2452,6
2453,3
2454,6
2455,0
2456,3
2457,4
2458,3
2459,6
2460,4
2461,5
2462,6
2463,3
2464,3
2465,3
2466,5
2467,4
2468,3
2469,0
2470,4
2471,4
2472,3
2473,3
2474,3
2475,5
2476,4
2477,3
2478,4
2479,4
2480,5
2481,3
2482,5
2483,3
2484,6
2485,6
2486,4
2487,0
2488,6
2489,6
2490,3
2491,4
2492,3
2493,6
2494,3
2495,5
2496,4
2497,6
2498,0
2499,4
2500,2
2501,0
2502,4
2503,0
2504,6
2505,0
2506,3
2507,3
2508,4
2509,3
2510,6
2511,0
2512,2
2513,5
2514,4
2515,4
2516,2
2517,0
2518,3
2519,5
2520,4
2521,3
2522,3
2523,6
2524,6
2525,6
2526,4
2527,4
2528,3
2529,5
2530,6
2531,3
2532,6
2533,4
2534,3
2535,6
2536,3
2537,3
2538,6
2539,3
2540,6
2541,3
2542,1
2543,3
2544,4
2545,2
2546,4
2547,3
2548,5
2549,3
2550,2
2551,4
2552,2
2553,2
2554,3
2555,4
2556,3
2557,0
2558,0
2559,3
2560,4
2561,3
2562,3
2563,3
2564,6
2565,4
2566,2
2567,0
2568,4
2569,4
2570,2
2571,0
2572,2
2573,4
2574,4
2575,6
2576,4
2577,6
2578,6
2579,6
2580,6
2581,6
2582,6
2583,4
2584,2
2585,6
2586,4
2587,4
2588,6
2589,3
2590,4
2591,3
2592,2
2593,2
2594,0
2595,2
2596,5
2597,3
2598,4
2599,0
2600,6
2601,6
2602,4
2603,3
2604,3
2605,6
2606,3
2607,4
2608,6
2609,4
2610,3
2611,3
2612,3
2613,6
2614,2
2615,6
2616,5
2617,6
2618,2
2619,5
2620,3
2621,2
2622,5
2623,2
2624,4
2625,1
2626,6
2627,2
2628,4
2629,3
2630,4
2631,4
2632,3
2633,6
2634,3
2635,4
2636,3
2637,4
2638,2
2639,2
2640,3
2641,2
2642,3
2643,3
2644,2
2645,3
2646,3
2647,3
2648,4
2649,3
2650,3
2651,4
2652,3
2653,2
2654,3
2655,3
2656,6
2657,6
2658,4
2659,0
2660,6
2661,6
2662,4
2663,4
2664,6
2665,0
2666,3
2667,6
2668,3
2669,6
2670,3
2671,4
2672,0
2673,6
2674,3
2675,4
2676,6
2677,6
2678,3
2679,4
2680,3
2681,4
2682,4
2683,2
2684,0
2685,3
2686,6
2687,4
2688,4
2689,4
2690,4
2691,2
2692,4
2693,4
2694,6
2695,1
2696,0
2697,5
2698,4
2699,4
2700,5
2701,3
2702,3
2703,5
2704,2
2705,6
2706,3
2707,4
2708,0
2709,3
2710,6
2711,0
2712,0
2713,6
2714,4
2715,3
2716,5
2717,4
2718,2
2719,4
2720,6
2721,2
2722,5
2723,3
2724,4
2725,4
2726,2
2727,3
2728,4
2729,3
2730,3
2731,4
2732,0
2733,6
2734,6
2735,5
2736,5
2737,6
2738,3
2739,6
2740,6
2741,2
2742,1
2743,2
2744,5
2745,3
2746,1
2747,6
2748,4
2749,0
2750,6
2751,4
2752,6
2753,6
2754,3
2755,5
2756,3
2757,3
2758,5
2759,5
2760,6
2761,6
2762,4
2763,6
2764,6
2765,3
2766,3
2767,3
2768,3
2769,3
2770,0
2771,3
2772,2
2773,6
2774,3
2775,6
2776,0
2777,6
2778,6
2779,3
2780,4
2781,4
2782,4
2783,3
2784,3
2785,4
2786,6
2787,1
2788,6
2789,4
2790,3
2791,0
2792,6
2793,3
2794,3
2795,1
2796,3
2797,4
2798,6
2799,2
2800,3
2801,5
2802,4
2803,0
2804,5
2805,3
2806,3
2807,3
2808,6
2809,5
2810,3
2811,3
2812,4
2813,3
2814,0
2815,4
2816,3
2817,3
2818,0
2819,4
2820,3
2821,6
2822,6
2823,4
2824,3
2825,3
2826,0
2827,4
2828,5
2829,6
2830,2
2831,2
2832,5
2833,6
2834,2
2835,5
2836,0
2837,5
2838,4
2839,4
2840,4
2841,5
2842,4
2843,0
2844,1
2845,0
2846,5
2847,0
2848,6
2849,3
2850,4
2851,3
2852,3
2853,5
2854,3
2855,4
2856,6
2857,2
2858,2
2859,3
2860,2
2861,3
2862,3
2863,4
2864,3
2865,6
2866,3
2867,3
2868,4
2869,3
2870,6
2871,6
2872,3
2873,4
2874,0
2875,4
2876,6
2877,3
2878,5
2879,0
2880,3
2881,0
2882,6
2883,5
2884,0
2885,3
2886,6
2887,6
2888,6
2889,4
2890,4
2891,0
2892,4
2893,4
2894,3
2895,6
2896,0
2897,0
2898,3
2899,5
2900,3
2901,6
2902,6
2903,4
2904,3
2905,4
2906,2
2907,5
2908,5
2909,0
2910,3
2911,3
2912,4
2913,3
2914,3
2915,2
2916,4
2917,3
2918,6
2919,0
2920,3
2921,3
2922,3
2923,4
2924,3
2925,0
2926,6
2927,6
2928,2
2929,4
2930,3
2931,3
2932,3
2933,0
2934,4
2935,6
2936,5
2937,6
2938,3
2939,5
2940,2
2941,4
2942,4
2943,2
2944,0
2945,6
2946,5
2947,3
2948,3
2949,5
2950,6
2951,3
2952,4
2953,6
2954,3
2955,6
2956,5
2957,6
2958,3
2959,0
2960,3
2961,3
2962,6
2963,5
2964,4
2965,3
2966,4
2967,6
2968,5
2969,3
2970,5
2971,3
2972,3
2973,6
2974,6
2975,3
2976,0
2977,6
2978,6
2979,3
2980,4
2981,2
2982,0
2983,4
2984,6
2985,3
2986,6
2987,2
2988,3
2989,2
2990,3
2991,3
2992,4
2993,5
2994,4
2995,4
2996,0
2997,5
